content,polarity
'Quand tu vois Miss Bretagne_ tu te dis que l'alcool et les bretons k_ eh ben c'est pas faux ! #missfrance',Nan
'Jean-Pierre s'en fou en réalité. Il aimerait juste mettre sa tête dans le décolleté à coté.. #missfrance',0
'Oh mais cette moche de Sylvie Tellier elle a remplacé Genevieve?? #missfrance.',0
'Miss france 2012 sur #TF1 #civ2010',Nan
'J'aime bien la robe de sylvie tellier :) #missfrance',1
'Sylvie Tellier &gt_ Alien Face #MissFrance',0
'C'est sympa un spectacle. #TF1',1
'Valérie Bègue est là!!!! Ca se voit que Genevieve n'est plus là #MissFrance',Nan
'Sylvie Tellier réhabilite le casque #coiffure #missfrance =^..^=',0
'Malika Ménard et Chloé Mortaud étaient les plus belles #MissFrance je trouve',1
'Ca y est . Elle a placé son "Mes Miss France" .. Geneviève appréciera .. #MissFrance',Nan
'référence “@jordangrevet: Miss Provence ressemble à Marlène du Loft 2. Celle qui avait repris "Avoir un seul enfant de toi" #MissFrance”',Nan
'Nous on vote Miss Centre! #allezsavoirpourquoi #missfrance',Nan
'J'aime bien sa robe verte ! :) #MissFrance',1
'Comment celle-ci a pu être Miss France_ elle est tellement moche. #tetedepigeon #MissFrance',Nan
'Miss Alsace toujours en TT ahah. Elle va gagner bitch ♡ #MissFrance',Nan
'Sacrément lubrique le regarde de Delon... #MissFrance',0
'Bon et le collier de Lorie c'est des diamants ?? #missfrance',Nan
'La queue de cheval de Lorie est un postiche_ au vu de sa coupe il y a 1 mois http://t.co/yA5BXHoS #missfrance',0
'Sylvie Tellier est vraiment moche_ c'est dingue sa gueule. #MissFrance',0
'La miss France tismé et celle qu'était miss Languedoc sont magnifiques. #missFrance',1
'Sylvie Tellier a une tête de poisson! Comme Francesca de la #SA4! #CestDit #MissFrance',0
'J'arrive un peu retard pour commenter l'élection de #missFrance sur #TF1 ?? C'est pas grave je le fais quand même!',Nan
'Quote "Miss France_ la soirée d'une vie" #NoComment #MissFrance',Nan
'tiens Valérie Bègue est revenue #MissFrance',Nan
'@schmouf et Miss Ionaire s'est fait baisée au sélection Miss France_ #missfrance #inventetamiss',Nan
'Sylvie Tellier tu pues du cul tu n'as aucun mérite! #MissFrance #TF1',0
'La plus jolie Miss France restera Malika Ménard ! #MissFrance',1
'Sylvie Tellier me fait penser à Eléonore Guérineau. #Ressemblance #MissFrance #TF1',Nan
'Bon. Ben la plus jolie c'est Miss Centre. Parce qu'elle ressemble à ma jolie cousine. Epicétout. Maintenant je zappe. #MissFrance',1
'Sylvie Tellier les pommettes les yeux le nez !! I JUST CAN'T !! #MissFrance',0
'Élection Miss France #TF1 elle sont pas trop belle cet année :O #mdr',Nan
'Bon si je résume bien élection de #MissFrance2012 = Bal de Dinde de Noël + Festival de Cindy + Alain Delon sous prozac donc en bref du #tf1',0
'#MissFrance Sylvie Tellier ne s'est pas fait refaire le nez non! Dommage...',Nan
'Sérieux_ avec leur têtes tout le monde peux être Miss France. #MissFrance',Nan
'Dommage que mon cousin ne travaille plus avec les #MissFrance j'aurais pu avoir un autographe de @MenardMalika et de celle de 2012',Nan
'“@LisePressac: forcément un pagne de Tahiti c'est plus sexy qu'une robe de Champagne Ardennes #missfrance”',0
'Le costume traditionnel de la Réunion ?! Disons que .. Rien_ rien_ on dira rien ! #missfrance',Nan
'Sylvie Tellier_ qu'est ce qu'elle est moche putain! #TF1 #MISSFRANCE',0
'"Sylvie Tellier ressemble à Freddy !" Ah bah bravo @gillgrevet ! #MissFrance',0
'Si Miss Alsace ne gagne pas j'ai rien compris à la beauté #MissFrance',Nan
'Elle est en cloque Rachel ? Parce que #boobs quand même. Delon a pas pu se retenir de mater. #MissFrance',Nan
'Bon si Miss Alsace ou Miss Languedoc ne gagnent pas_ c'est truqué ! #MissFrance',0
'La tenue de miss réunion est la mieux ! #MissFrance #TF1',1
'Yo _ elle est pas si Mal #MissMartinique en fait ! C'est juste clairement pas une #IslaBonita mais c'est pas ca le But de #MissFrance',1
'Comme dit le proverbe: "Quand il y a Lorie dans le jury_ réécoute son morceau sur la sodomie": http://t.co/BLJQaaX1 #MissFrance',Nan
'Sylvie Tellier_l'Iznogoud d'Endemol qui remplace Geneviève de Fontenay_ressemble à un iguane ce soir et présente fièrement "ses" #MissFrance',Nan
'Les Miss France sont au Mexique_ ce pays qui emprisonne encore Florence Cassez_ innocente française. Bravo Endenmol. #missFrance',Nan
'doit y avoir un bug dans mes TT. je vois Miss Alsace N°1 en TT monde. vous pouvez confirmer ? #missfrance',Nan
'Miss Pays de Savoie portait la robe sequin Danity chez Mysweetdressing dans sa description _) http://t.co/dW9kxaNU #missfrance',Nan
'L'élection des #MissFrance devrait se faire le matin_ au reveil.',Nan
'“@Domydom: Sylvie Tellier "Mes miss France" et là_ Geneviève bouffe son chapeau #MissFrance”cc @LAUREPIERRE',Nan
'Lorie_ quand elle est venue rencontrer les lecteurs de @Nordlitt à #calais_ elle avait un col roulé #missfrance',Nan
'Ma mère : "Miss Martinique a une figure de cheval" #MissFrance #TF1',0
'Moi ce que je me demande c'est comment Sylvie Tellier a pu être #MissFrance un jour. Elle est dégueu !',0
'Ils adores vraiment Lady Gaga dans TF1 avec toute les pub_ puis plein de chanson lors de Miss France :D',Nan
'Sylvie Tellier peut figurée dans un clip de Lady Gaga sans aucun effets spéciaux #MissFrance #AlienFace',Nan
'Rien que pour le fait que Miss Alsace soit en TT je suis fière d'être alsacienne mdr #missfrance',Nan
'Lorie aurait pu mettre une robe encore plus décoltée. #missfrance',Nan
'de Miss France pour les activités aquatiques #MissFrance #TF1',Nan
'Miss France 2012 : C'est parti !: L'élection de Miss France 2012 démarre fort sur TF1. Les 33 Miss sont motiv... http://t.co/pD5Js3Nr',Nan
'Beaucoup de musiques de Gaga ! #MissFrance',Nan
'J'ai vraiment honte là ..... #MissMartinique #MissFrance',0
'Donc les Miss se baignent avec leurs écharpes ?! Sérieux ?! #MissFrance',Nan
'Se préparer au Mexique pour travailler le prime qui a lieu... à Brest !!! Foutage de gueule ? #missfrance',Nan
'"Mes Miss France". Euh... Sylvie_ à part une_ elles sont toutes à Mme de Fontenay. #missfrance',Nan
'Regarde: En bikini devant l'objectif - Miss France 2012 ( #wattv ) http://t.co/e2NPTkvk via @tf1etvous',Nan
'Pire qu'une préparation à une Coupe du Monde de Rugby: la préparation à cérémonie Miss France ... ! #MissFrance',Nan
'Love @ladygaga Elle peut pas être Miss France ? :) #MissFrance',Nan
'3 chansons de lady gaga pour ce reportage ouais #missfrance',Nan
'Je suis déçue que certaines anciennes Miss France soient venues apporter le soutien à la tepu de Sylvie Tellier #MissFrance',0
'Rectification : Alsace gagnera #MissFrance !',Nan
'Lorie qui se prend pour January Jones (robe des derniers Golden Globes) #missfrance',Nan
'"MOCHE Miss france"? sympa comme nom pour la soirée d'inauguration au mexique.... #missfrance',1
'Formation des Miss: la masturbation d'Alain Delon. #MissFrance http://t.co/djJGLCdS',Nan
'10 billets sur Alsace #missfrance',Nan
'3 chansons de @ladygaga sur la vidéo des Miss au Mexique ! AHAH ♥ #MissFrance',Nan
'Elle est trop magnifique Miss Alsace_ je pensais qu'elle était plus moche. #TF1',1
'AH MAIS OUI ! Miss Centre ressemble à @TiffanyTopChef ! #missfrance',Nan
'Sylvie Tellier: "mes miss" Ça y est_ Geneviève est loin_ elle marque son territoire #missfrance via @marie_simon',Nan
'Benkirane devait faire parti du jury de #MissFrance',Nan
'@LisePressac je me suis fait exactement la même remarque : "moche Miss france" excellent ! #missfrance',Nan
'On dirait qu'il y a écrit "Moche Miss france 2012." #TF1',Nan
'Miss Ile de France (chez moi)_ est plutôt jolie_ pour une fois x) #MissFrance',1
'@guybirenbaum Ce soir on a côté de l'info vraie_ on massacre Miss France et la tepu de Sylvie Tellier #MissFrance',Nan
'"Des robes des créateurs mexicains" je vois maintenant pourquoi même pas leurs tenues sont belles..#missfrance',0
'Après l'élection_ un documentaire dans lequel on ne verra certainement pas Geneviève de Fontenay sera diffusé... #MissFrance #TF1',Nan
'J'ai cru lire "Moche Miss France" sur le défilé Mexicain #Fail #MissFrance',Nan
'Franchement pour les 3 premières chorées la prod aurai pu faire un effort sur les robes ! #Missfrance',0
'Ah oui vive les robes des créateurs Mexicain. #MissFrance',1
'Miss Alsace ressemble à Van Pelt dans #Mentalist ! #MissFrance',Nan
'Miss Bourgogne a semble-t-il laché une caisse_ mais Miss Tahiti a dit qu'elle n'a Papeete #OkJeSors #MissFrance',Nan
'Miss Rhône-Alpes 2011 - Miss France 2012 - MYTF1 http://t.co/PmUdz0HE',Nan
'Miss Ile de france avec les cheveux courts me fait penser à Cindy Sander. #missfrance',Nan
'Oh Tahiti est gonflée du fessier# MissFrance',0
'Le montage musical du défilé folklorique de #MissFrance était ridicule !',0
'Après lara croft_ c'est défilé en tenue de wonder woman. On drague le geek là_ nan ? #MissFrance',Nan
'V'là les chorégraphies à la noix quand même.. #MissFrance',0
'#Missfrance Je crois bien que c'est Kamel Ouali qui a fait les chorégraphies ce soir.',Nan
'C'est si dure de danser .. #MissFrance',Nan
'Nature l'Alsace_ j'aime! #MissFrance',1
'Miss Alsace aime le bricolage _ j'ai mon bureau a réparé si tu veux #missfrance',Nan
'Tu parles trop Alsace ! #missfrance',0
'Tg ! Miss Alsace :p #MissFrance',Nan
'Aller_ je supporte Miss Alsace_ pour sortir des blagues sur les roux toute l'année 2012 ! #MissFrance',1
'En fait cette année je crois qu'il faut réelire Linda Hardy #MissFrance_ elle est trop belle !',1
'Miss Languedoc est juste une bombe! #MissFRance',1
'Miss Alsace fait sa pub ! #missfrance',Nan
'Elle a trop parlé Miss Alsace là... #missfrance',0
'"Marraine du portage de plateaux repas". Ca a l'air passionnant. Je veux faire la même chose que Miss Alsace ! #MissFrance',Nan
'Miss Alsace "J'aime beaucoup le contact HUMAIN" je pourrais la charrier toute la nuit pour cette phrase #MissFrance',0
'Miss Alsace vient de nous faire son CV en direct #missfrance',Nan
'Les Miss France elles ont deux cursus: Management ou Communication. Ya jamais de dentistes_ professeurs_ etc. #MissFrance',Nan
'Miss Alsace elle a trop pas une vie compliqué :P #MissFrance',1
'Miss Languedoc_ in #MissFrance',Nan
'Miss Alsace on peut l'appeler la VIERGE MARIE?????? #MissFrance',Nan
'Miss Bretagne s'est prit une vitre ? #MissFrance',0
'"je pratique la danse flamenco orientale" #missfrance',Nan
'Miss Languedoc_ rapide mais efficace ? Non #MissFrance',Nan
'J'aime bien la couleur de cheveux d'Alsace ! Bon de toutes c'est la moins pire. Le choix est fait ! #missfrance',1
'Arrêtez vos conneries Miss Bretagne elle est affreuse_ vous avez vu son nez?! Putain... #MissFrance',0
'Miss Languedoc je dis oui !! #missfrance',Nan
'Miss Languedoc est jolie ! #MISSFRANCE',1
'J'aime le regard de Alain Delon *Bon cella là je la baise pas ce soir_ trop conne. Ah et tiens celle là_ pas mal* #missfrance',1
'Photographie Miss Languedoc :D #mISSfRANCE',Nan
'Et #Missfrance 2012 est...........Charlotte Murray_ Miss Côte d'Azur!!!!!! http://t.co/D5pazgst',Nan
'Languedoc ma préférée. #MissFrance',1
'J'ai changé d'avis... Alors je vote Alsace et Languedoc_ après les avoir vues de plus près #missfrance',Nan
'Sur ca doit etre Miss Languedoc ! :-) #MissFrance',Nan
'Miss Alsace est bien bavarde. #missfrance',0
'La Languedoc est super elle veux faire le même métier que moi #MissFrance',1
'Je rappelle juste que Miss Alsace aime la moto_ qu'elle fait du droit et qu'elle veut devenir directrice de maison de retraite ! #MissFrance',Nan
'Miss Languedoc veut me piquer mon job! out! #missfrance',Nan
'miss languedoc fliiiippe! #missfrance',Nan
'miss reunion c'est sandra bullock lol #missfrance',Nan
'Allez Miss Alsace et LangueDoc ! #TF1',1
'Miss Languedoc a beau être belle_ ça se voit qu'elle a appris son texte par coeur. #MissFrance',0
'Miss Languedoc coincée du cul lors de sa présentation #missfrance',0
'#MissFrance Miss Alsace ou miss bénévolat! bah faut aller sur france 2!',Nan
'#MissFrance Miss Alsace disqualifiée temps de parole dépassè',Nan
'1) Pays de Loire 2) Côte d'Azur 3) Alsace - sinon c'est truqué. #MissFrance',Nan
'Elle vien kan miss provence ? #Missfrance',Nan
'Je crois qu'elle a oublié la moitié de son discours Miss Languedoc #MissFrance',Nan
'miss alsace on dirai la rousse dans roger rabbit! #MissFrance',0
'Miss Alsace _ on peut la stopper _ sont discours dur trop longtemps #Tf1 #Missfrance',0
'est un très beau visage de mises Languedoc #MissFrance #TF1',1
'La plus belle c'est Miss Réunion #MissFrance',1
'Endavant Miss Roussillon! #missfrance #tf1 #catalunya',1
'Languedoc : Beaucoup trop court_ assez stréssée. #missfrance',0
'Miss Roussillon est tordue de naissance. #MissFrance',0
'Miss Roussilon est pas mal non plus ! #MISSFRANCE',1
'Miss Roussillon_ in #MissFrance',Nan
'Miss Languedoc_ discours comment dire POURRI ! #MissFrance',Nan
'Elle se débarrasse miss Languedoc_ en a marre #MissFrance',Nan
'#MissFrance euh miss Alsace a payé?!',Nan
'Le voilà quoi de Miss Alsace va tout niquer :/ #MissFrance',0
'les robes leur font un gros bide #MissFrance',0
'Jolie moustache Miss Roussillon #missfrance',1
'Miss Roussillon a de la moustache. #MissFrance',0
'Miss Roussillon a plongé dans le cliché #MissFrance',0
'En plus d'être belle_ Miss Alsace ne parle pas comme un robot_ contrairement aux autres. #MissFrance #TF1',1
'J'aime pas la voix de Miss Roussillon :/ #MissFrance',0
'Trop de bigorneaux miss Bretagne #MissFrance',0
'Les Experts : Roussillon #MissFrance',Nan
'Alsace elle fait trois école en même temps comment fait-elle #missfrance',Nan
'Du coup ma préférée c'est Languedoc ! #missfrance',1
'Roussillon elle a marque 20points #MissFrance',Nan
'J'ai bien entendu Julie DIALLO LA ou bien j'hallucine ? #TF1 Roussillon',Nan
'@gnaat @milknfruitjuice #MissAlsace a dit qu'elle aimait être proche des gens… #missFrance',Nan
'Miss Roussillon pas zolie nah #MissFrance2012 #missfrance #missfrance12 mais elle pense au téléthon :)',0
'Et bien de toute pour le moment #MissAlsace qui c'est mieu presenter #MissFrance',1
'Miss Roussillon et sa coupe dégueulasse #missfrance',0
'Vous êtes sérieux ? Miss Bretagne elle est juste IDEUSE quoi ! :o #MissFrance',0
'comment elle est trop maigre miss languedoc roussillon !!! #missfrance',0
'Je suis désolé mais votre Miss Bretagne elle est pas super #MissFrance',0
'Quand elle cause elle fait très ... rustique miss Alsace. #missfrance #Genevievethon',0
'Miss Roussillon va travailler à CSI avec Horatio ouii #missfrance',Nan
'C avec kels yeux qu'ils ont fait leur sélection. En dirait des transexuel lol #tf1',0
'#MissFrance Claude Guéant a mis Miss Mayotte en Black Miss',Nan
'Miss Provence elle voulait voler le micro de Jean-Pierre ! #MissFrance',Nan
'Et c'est miss Roussillon qui a demandé d'appeler le 36-37 #missfrance',Nan
'Miss Provence t'es belle mais j'aime pas ton nez :( #MissFrance',0
'Moss Alsace c'est dit. Je sors les chiens #MissFrance',Nan
'La tête de miss provence ne va pas avec ses cheveux #missfrance',0
'elle a suivi le conseil de Gad miss Roussillon #missfrance',Nan
'Miss Provence est une effrontée! #MissFrance',0
'Entre miss Bretagne maquillée comme une voiture volée et miss Alsace qui parle 3 heures_ je constate que je m'emmerde #MissFrance',0
'Miss Roussillon_ j'aime ton discours surtout pour avoir dis d'appeller le 3637 :) #MissFrance',Nan
'Miss Roussillon et Miss Provence_ si j'étais un mec j'aurai peur de leur casser un os. #MissFrance',Nan
'Miss Roussillon envoie les téléspectateurs sur la 2 ! MissFrance',Nan
'Miss Provence est un homme #missfrance',Nan
'Miss Provence c'est un trav c'est sur!!! #MissFrance',0
'Languedoc & Pays de Loire ... [L] #MissFrance',Nan
'Miss Provence qui fixait la caméra... #MissFrance',Nan
'Rien a foutre de la plus belle à ce point #MissFrance #MissMartinique #MissReunion #MissGuyane "Fo yon win"',Nan
'Miss Provence voulait prendre le micro à JPF_ je riiiiiiis! #EPILETESOURCILS #mISSfRANCE',Nan
'Miss Roussillon est jolie aussi #TF1 #Missfrance',1
'C'est à quel moment le défilé en bas de survêtement/sweat-shirt qui fait des bouloches/pantoufles/coiffure en freestyle ? #MissFrance',Nan
'J'veux pas dire mais miss languedoc a le trac_ mais elle est mimi :) #missFrance',1
'Au final_ votre LT de l'élection de #MissFrance est aussi inutile que le principe même de la #MissFrance.',0
'Miss Provence a des feuilles de choux à la place des oreilles. #MissFrance',0
'Miss Provence & Bretagne_ je ne peux VRAIMENT pas. #MissFrance',Nan
'En fait_ si elles sont dans les 12 c'est parce que ce sont des lèches-cul ! Tout s'explique ! #MissFrance',0
'Les sourcils de Miss provence sont un peu trop foncer non ? #MISSFRANCE',0
'Miss Réunion est quand même la SEULE qui a salué tout le monde hein. #MissFrance',Nan
'Miss Roussillon une futur experte dans les Experts en Roussillon #MissFrance #TF1',Nan
'Miss Roussillon est le cerveau de la bande. #MissFrance',Nan
'Miss Languedoc bien aussi ! #missfrance',1
'Miss Guyane_ out #MissFrance',Nan
'Miss Alsace est pas mal_ je trouve... #MissFrance',1
'Halte a la mondialisation_ rendez nous nos terroirs ! Dans le doute_ votez Alsace. #MissFrance',Nan
'Miss provence za paré pou raché micro-a #MissFrance',Nan
'Miss Provence s'appelle Solène Froment...si elle_ elle est pas bretonne...#missfrance',Nan
'C'est moi ou miss Provence a failli arracher le micro de la main de Jean-Pierre ? #MissFrance',Nan
'Pour miss Bretagne c est le 36 39 qu il faut composer! #MissFrance #Tf1',Nan
'Yeaahhh Roussillon marque Un Point #Telethon rien que pour sa elle sera en final #MissFrance',1
'C'est bien Miss Provence elle est en D.U.T " Jénichimikfysikquchimieionon " ... #TF1 #MissFrance',Nan
'Jean-Pierre Foucault doit se sentir petit :P #MissFrance',0
'Provence voulait arracher le micro_ et a copié la fin de phrase de Languedoc. #MissFrance',Nan
'Et si non_ ca donne quoi Miss Bretagne et Provence sans maquillage ? #MissFrance',Nan
'@LauryThilleman ne remet pas ta couronne Laury_ yen à aucunes aussi belle que toi! #MissFrance',1
'T'es laide Miss Guyane #MissFrance',0
'miss guyane..... pour le nombre aussi #MissFrance',Nan
'Miss Guyane a bousculé Miss Bourgogne. Ca va se fighter dans les coulisses_ jvous le dis moi ! #MissFrance',Nan
'Miss Guyane c'est @selenagomez en black =OO La même petite tête haha #MissFrance',Nan
'Miss Guyane #missfrance ça le ferait',1
'Allez hop Miss Roussillon est éliminée pour avoir cité le #telethon #3637 #TF1 #MissFrance',Nan
'C'est quoi cette couleur Miss Guyane? Naaan! #MissFrance',0
'Miss Guyane a un regard qui fait peur #MissFrance',0
'Bourgogne est Mocheeee ! #MISSFRANCE',0
'#MissFrance...mais brdel miss provence n'est qu'un tas d'os_ ou quoi ?',0
'Miss Bourgogne_ out #MissFrance',Nan
'Putain_ Miss Guyane on dirait Laure Manaudou en métisse. :o #MissFrance',0
'Vous imaginez Miss Provence en blouse_ gants et lunettes de chimie ? O.o #MissFrance',Nan
'Allez faites gagner #MissRéunion direct là_ pas la peine de faire durer le suspence lol #TF1 #MissFrance2012',Nan
'#MissFrance "je pratique des études" ??? "la danse de cabaret" ???',Nan
'@SoleneTassart Lol moi je suis a fond sur TF1 et a fond sur #MissAlsace',1
'Miss Bretagne = Voldemort #MissFrance',0
'OMG elle est moche Miss Bourgogne! #MissFrance',0
'Alsace vient de parler. Ce sera donc Guyane pour moi. Merci. Damn! #missfrance',Nan
'Vite les gars ! Allez ! Allez ! Allez ! Il faut protéger J-P c'est bientôt le tour de Miss Martinique !!! ^^ #missfrance',Nan
'#MissFrance Vla le bug de Miss Bourgogne.',0
'Bon miss Bourgogne au revoir! #MissFrance',Nan
'Elle est mignone Miss Bourgogne #MissFrance',1
'J'en peux pu arreter de sourire #MissFrance',Nan
'On sent bien la bourgogne chez miss Bourgogne! #MissFRance',Nan
'Rien qu'elle tape la démarche Miss Bretagne. #MissFrance',Nan
'Ohlala la miss Bourgogne est moche ... #missfrance',0
'Bn bah miss alsace represente les rousse mdr #missfrance #rousse du jamais vue :)',Nan
'Mais Miss Alsace a 2000 % quoi ! Et au moins elle sait parler un peu plus que les autres !! #MissFrance',1
'"et ma passion c'est la danse des canards" ça le ferait ? #MissFrance',Nan
'Zut_ je suis en train de LT TF1 #missfrance2012 Je n'assume que peu.',Nan
'Bourgogne : elle est assez large comme femme.. Non pas possible. #missfrance',0
'Miss Martinique ... Dit Robert! #MissFrance',0
'Miss Bourgogne a 19 ans et en parait 30! #TF1 #MissFrance',Nan
'Elle est moche Miss Martinique #MissFrance',0
'Miss Bourgogne pratique des étude #debile #MissFrance',0
'Ça confirme c'est un travalo #dansedecabaret #MissFrance',Nan
'La danseuse de cabaret est dans les 12 restantes_ hinhin #MissFrance',Nan
'J'ai cru qu'elle allait dire: "Ma passion c'est la danse des canards". #EuPeur #MissFrance',Nan
'Aucune miss de cette année n'est plus belle que celle de l'année précédente #MissFrance',Nan
'Miss Martinique ne sait pas parler. Elle a toutes ses chances donc. #MissFrance',0
'Miss Martinique_ elle est en master de Doigt. Elle est forte. #MissFrance',Nan
'Miss Bourgogne dit " Je pratique les études" Alors là_ très fort_ très très fort ! #missfrance',Nan
'Mdr l'accent de miss Martinique. #MissFrance',Nan
'Miss Bourgogne quand elle marche on dirait qu'elle a un balai dans le cul -.-' #MissFrance',0
'Putain Miss Martinique parle trop mal. #missfrance',0
'Miss Bourgogne pourrait bien représenter la France avec ses formes _-) #MissFrance',Nan
'Elle aurait au moins pu se coiffer Miss Martinique... #MissFrance',Nan
'Elle a pas assez de paillettes la miss Martinique_ je trouve. #MissFrance #ironie',0
'Les kékés vont aller au Mistral tous les week-ends en esperant croiser Miss Provence. #Missfrance',Nan
'Le sourire #Fake des #MissFrance',0
'@Lyakera Comment réunir un lot de moches au même endroit ?! Election Miss France #MissFrance',0
'Miss Martinique etait trop stressée . #MissFrance',0
'"je pratique des études (...)" dixit miss Bourgogne. ouais vas-y lesquelles patate? #missFrance',0
'Argh!! Miss Martinique... ta voix là... #Fail #MissFrance',0
'Miss Midi-Pyrénées_ in #MissFrance',Nan
'Miss Martinique la magistrate parfaite pour #dsk #missfrance',1
'Miss Martinique Veut Rigoler Sa se voit trop! #MissFrance',Nan
'Miss Bourgogne "pratique" des études... Bon_ elle a un joli visage faut avouer #missfrance',1
'miss Martinique_ en master de doigt ? #missfrance',Nan
'Gevrey-Chambertin_ pour miss Bourgogne. Rien que pour ça_ je suis pour elle. #MissFrance',1
'on dit lap dance pas danse de cabaret #MissFrance',Nan
'Cherchez pas les deux plus belles c'est Miss Languedoc et miss Roussillon! #MissFrance',1
'Miss Martinique a tout tué avec son accent de bledarde #missfrance',Nan
'Midi Pyrénées... Putain_ des études d'esthétique_ les mecs ! #missfrance',Nan
'Miss Midi-Pyrénées "je suis je suis je suis" mais pas #MissFrance',Nan
'Ah ah la Miss Roussillon s'est trompé d'émission. Au lieu d'appeler de voter pour elle_ elle appelle à faire le 3637.. #telethon #missfrance',Nan
'#MissFrance "Je suis en Master de doi_ et je suis un homme" MissMartinique',Nan
'Bon j'espère que MissMartinique va être élue parce que les autres... #MissFrance',Nan
'Moi j'aime bien #MissGuyane mais pas pour faire #MissFrance !! j'ai d'autre projet pour elle !!',0
'Elle parle bien Miss Guyane #MissFrance #TF1',1
'Midi-Pyrénées la belle gossssse ! #MissFrance',1
'Miss Alsace marraine du portage des plateaux repas... Ça ne s'invente pas !! #missFrance',Nan
'Laury Thilmann elle est trop belle enft !!#MissFrance',1
'Miss Pays de Loire: la plus belle! #MissFrance',1
'Bonsoir Jean-Pierre_ j'ai mon bac. Nan j'rigole ! #MissFrance',Nan
'I &lt_3 Miss Alsace #missfrance #miss france',1
'Midi pyrennees a un vrai métier de miss au moins ! #MissFrance',1
'Mes deux préférées car il en faut c 'est Pays de Loire et Midi Pyrénées.. #MissFrance',1
'Miss Pays de Loire_ in #MissFrance',Nan
'Miss Pays de Loire elle est belle #MissFrance',1
'bravo à Miss Roussillon_ qui n'a pas hésité à dire d'appeler le 3637 pour le Téléthon #missfrance #missfrance2012 #telethon',Nan
'Bon OK Midi-P ne va sans doute pas gagner mais ça reste ma preférée :-p #MissFrance',1
'Bon ben je suis pour Miss Pays de Loire #MissFrance',1
'Toute les finalistes a #MissFrance là sont moches comme chaque année lol. #onzappe',0
'Miss pays de Loire est belle aussi ! #MissFrance',1
'Miss Pays de Loire stressée le petit chou #MissFrance',0
'J'comence à croire que Pays de loire à ses chance :D C'est mon département ! :D #MissFrance',Nan
'Je suis Miss Pays de Loire et je suis TRÈS crispée :D #MissFrance',0
'Miss Midi-Pyrénées ressemble à Miss France 2011. #MissFrance #TF1',Nan
'Miss Martinique est en master de "doigt" ? Je sais faut pas se moquer des accents mais là en plein #MissFrance c'est excellent !',Nan
'franchement si #MissFrance #UneRousseCommeMISSFRANCE #MissAlsace me fait pas perdre de followers_ chapeau',Nan
'C'est moi ou les présentations/ambitions des aspirantes Miss France_ c'est du grand foutage de gueule ? #MissFrance',0
'Miss Pays de Loire_ mouais_ peut-être une chance pour elle #missfrance',Nan
'*Ajoute discrètement Miss Pays de Loire à sa short list* #MissFrance',Nan
'J'aime bien Miss Midi-Pyrénées. #MissFrance',1
'#missfrance elle a un suçon sous le bras miss pays de Loire !!!! Choqué!',0
'Pays de Loire : il y a des hésitations on dirait qu'elle ne sait pas quoi dire. #missfrance',0
'T'es jolie Miss Pays de Loire ! #MissFrance',Nan
'Miss Martinique s'était fait un brushing_ elle a transpiré et ses cheveux sont redevenus crépus. C'est ça les noirs… #MissFrance',Nan
'Quinté dans le desorde #MissFrance #TF1 miss Guyane_ Roussillon_ Bourgogne_ midi Pyrénées et pays de Loire',Nan
'Nan mais Miss Guyane a fond quoi... 8=====o #Zizidur #MissFrance',Nan
'Y a un stock de Miss France apparemment en biologie! #missfrance',Nan
'Miss Bretagne elle est là juste parce que ça se passe à Brest c'est ça ? #MissFrance',Nan
'Ah enfin une miss qui veut devenir esthéticienne_ la Bretagne sauve l'honneur de #MissFrance',Nan
'Miss Pays de Loire est pas trop mal en fait. Première dauphine_ allez. #MissFrance',1
'La sélection m'inquiète_ elles sont vraiment... pas belles #missfrance',0
'Elle aurait dit: "bsr à tous" ça l'aurait fait aussi!! #MissMartinique #MissFrance',Nan
'Miss Pays de Loire_ crispée de la bouche_ un peu Ségolène... #MissFrance #TF1',0
'Alain Delon il est bourré_ c'est pas possible! #missFrance',0
'Mes favorites: Pays de loire et Roussillon #MissFrance',1
'Elles sont toutes jeunes ! Mais arrêter de sourire en parlant c'est mieux hein #missfrance',Nan
'L'avant dernière est bien ! Mais Miss Pays de Loire_ elle était crispée :/ #MissFrance',0
'Je maintiens miss alsace gagnante. #missfrance',Nan
'J'espère que Linda Hardy va être chauvine et voter pour Miss Pays de Loire #MissFrance',Nan
'La mieux parmi celles qui restent est Miss Pays de Loire #MissFrance et en 2 ème Miss Réunion.',1
'Miss Alsace a gagné l'épreuve des présentations #ModeDenisBrognartON #missfrance',Nan
'Miss Languedoc et Pays de loire dans les 3 dernières. #MissFrance',Nan
'oui monsieur ! “@jeanjacquesranu: 4 de ma sélection sont parmi les 12 finalistes #expertise #beaugalbe #missfrance”',Nan
'Elle à foiré Miss Martinique en regardant Jean -Pierre plutôt que les caméras #MissFrance',0
'@Caam_M C'est parce que y'a pas de défilé en échasses je pense #MissFrance #Ardus',Nan
'#MissFrance #TF1 Miss Alsace! Numéro 1!!',Nan
'Miss Bourgogne ! On vient du même bled et elle ressemble à ma grand-mère. Coïncidence ? #MissFrance',0
'Miss Martinique me fait penser à FX ! #MissFrance',Nan
'La coiffure et le discours de miss Martinique pas top #missfrance',1
'Miss Pays de Loire est susceptible de gagner .. #MissFrance',Nan
'C'est moi ou toutes les Miss sont étudiantes en biologie ? #missfrance',Nan
